date,station,temperature,rainfall,sunshine,windspeed,wind_beaufort,gust,humidity,cloud,visibility,pressure,wind_direction,wind_cardinal,gust_direction,gust_cardinal
1987-09-05,Hurn,17.05,NA,8.2,12,Moderate,33,93,5,2500,1010.4250000000001,190,S,190,S
1987-09-06,Hurn,13.75,4.1,0.4,12,Moderate,37,97,6,1800,1014.8875000000002,240,WSW,240,WSW
1987-09-07,Hurn,15.65,0.2,3.3,3,Light,10,99,5,2500,1018.3125000000001,280,W,280,W
1987-09-08,Hurn,12.65,0,9.8,4,Light,NA,100,4,2000,1021.2541666666665,220,SW,200,SSW
1987-09-09,Hurn,14.9,0.5,6.7,7,Light,NA,98,7,2300,1018.1833333333333,220,SW,200,SSW
1987-09-10,Hurn,17.05,NA,7.1,10,Light,23,94,6,2800,1015.370833333333,240,WSW,220,SW
1987-09-11,Hurn,15.8,2,0.9,11,Moderate,41,98,8,2100,1013.3916666666665,190,S,200,SSW
1987-09-12,Hurn,18,11.4,0,13,Moderate,35,98,8,1200,1008.5083333333333,220,SW,210,SSW
1987-09-13,Hurn,14.45,0.2,0.6,4,Light,13,99,8,1600,1012.0875000000001,70,ENE,10,N
1987-09-14,Hurn,14.5,0,10,8,Light,25,97,4,3300,1018.0750000000002,240,WSW,240,WSW
1987-09-15,Hurn,12.75,NA,3.6,4,Light,NA,97,6,3000,1024.2166666666665,180,S,170,S
1987-09-16,Hurn,16.55,NA,0.2,3,Light,NA,97,7,1400,1021.0916666666666,90,E,40,NE
1987-09-17,Hurn,17,0.1,1.8,6,Light,18,98,7,500,1018.5791666666669,230,SW,240,WSW
1987-09-18,Hurn,18.9,1.8,8.5,4,Light,14,99,6,1900,1023.9875000000001,350,N,40,NE
1987-09-19,Hurn,15.65,3.5,0.6,3,Light,20,100,7,300,1018.4333333333333,130,SE,290,WNW
1987-09-20,Hurn,16.4,NA,0.4,5,Light,16,100,8,300,1013.5666666666665,180,S,230,SW
1987-09-21,Hurn,17.6,1,0.5,8,Light,23,96,8,500,1010.2541666666666,190,S,220,SW
1987-09-22,Hurn,14.5,0,10,8,Light,23,95,4,2700,1012.9625,210,SSW,200,SSW
1987-09-23,Hurn,14.95,6.5,4.6,8,Light,28,95,5,2700,1008.8750000000001,200,SSW,200,SSW
1987-09-24,Hurn,12.6,0.9,6.3,5,Light,22,96,3,2900,1007.3958333333335,250,WSW,330,NNW
1987-09-25,Hurn,9.5,0,9.3,3,Light,NA,99,2,3600,1008.654166666667,320,NW,290,WNW
1987-09-26,Hurn,8.25,0,10.3,6,Light,21,98,2,3200,1014.0250000000002,20,NNE,20,NNE
1987-09-27,Hurn,7.5,0,3.8,3,Light,NA,98,5,2100,1024.8500000000001,999,N,320,NW
1987-09-28,Hurn,9.6,0,2.5,3,Light,NA,97,6,1300,1028.2499999999998,30,NNE,10,N
1987-09-29,Hurn,7.5,0,9.2,4,Light,NA,98,1,900,1028.3916666666667,330,NNW,40,NE
1987-09-30,Hurn,11.9,0,5.8,6,Light,20,89,6,2000,1022.9333333333334,60,ENE,120,ESE
1987-10-01,Hurn,10.1,0,9.6,4,Light,15,98,2,700,1020.6791666666664,40,NE,110,ESE
1987-10-02,Hurn,10.75,6.4,0,5,Light,18,100,6,300,1019.4041666666664,100,E,110,ESE
1987-10-03,Hurn,15.5,10.4,1.8,6,Light,25,97,8,500,1018.3291666666668,90,E,110,ESE
1987-10-04,Hurn,15.9,0,5.5,4,Light,13,98,7,600,1011.5958333333333,160,SSE,120,ESE
1987-10-05,Hurn,15.35,1.6,3.4,5,Light,24,100,7,800,1003.025,90,E,200,SSW
1987-10-06,Hurn,13.55,17.1,4.9,8,Light,39,97,5,2600,999.5291666666668,230,SW,310,NW
1987-10-07,Hurn,10.95,17,0,14,Moderate,38,100,8,1300,992.0749999999999,210,SSW,190,S
1987-10-08,Hurn,10.95,6.3,6.4,13,Moderate,44,95,5,2200,994.0791666666668,280,W,270,W
1987-10-09,Hurn,9.55,25.7,0.1,15,Moderate,36,94,8,1400,998.8874999999998,210,SSW,210,SSW
1987-10-10,Hurn,8.55,1.5,0.6,8,Light,23,99,7,1900,992.7750000000001,350,N,340,NNW
1987-10-11,Hurn,7.95,3.1,5.8,5,Light,20,93,5,3300,1002.0041666666665,200,SSW,230,SW
1987-10-12,Hurn,9.35,1.1,8.9,5,Light,21,98,4,2100,1003.6249999999999,240,WSW,230,SW
1987-10-13,Hurn,10.3,1.8,7.5,6,Light,26,99,5,2500,1000.2499999999999,250,WSW,240,WSW
1987-10-14,Hurn,7.6,11.2,0.7,6,Light,28,98,6,2000,995.525,220,SW,140,SE
1987-10-15,Hurn,12.3,18.5,0,9,Light,46,99,7,1900,980.3874999999998,30,NNE,180,S
1987-10-16,Hurn,10.75,2.8,5.2,17,Fresh,61,94,5,2000,988.6499999999997,230,SW,190,S
1987-10-17,Hurn,12.15,0,7,11,Moderate,31,92,5,2200,1012.2291666666665,220,SW,180,S
1987-10-18,Hurn,13.9,6.4,2.2,17,Fresh,32,90,7,1900,1010.9458333333333,170,S,150,SSE
1987-10-19,Hurn,14.65,1.8,3.5,8,Light,25,95,7,1700,1009.1458333333334,150,SSE,200,SSW
1987-10-20,Hurn,14.2,3.8,0,4,Light,15,99,8,900,1006.3625000000001,150,SSE,160,SSE
1987-10-21,Hurn,12.65,2.7,5.9,8,Light,24,99,5,2500,1007.0374999999998,200,SSW,190,S
1987-10-22,Hurn,7.5,0,7.3,3,Light,NA,100,2,2200,1017.7083333333334,350,N,230,SW
1987-10-23,Hurn,5.1,NA,1.6,4,Light,NA,100,5,1000,1021.2958333333332,340,NNW,50,NE
1987-10-24,Hurn,6.05,0,7.6,3,Light,NA,100,2,700,1025.591666666667,340,NNW,20,NNE
1987-10-25,Hurn,6.3,NA,5.9,3,Light,NA,99,2,700,1026.4833333333333,320,NW,160,SSE
1987-10-26,Hurn,6.95,3,0,4,Light,12,99,7,600,1019.4708333333333,60,ENE,200,SSW
1987-10-27,Hurn,10.55,1,0,6,Light,19,99,8,600,1008.9041666666667,120,ESE,300,WNW
1987-10-28,Hurn,7.9,0,8.8,4,Light,16,98,2,2200,1019.0083333333336,300,WNW,270,W
1987-10-29,Hurn,5.25,0,2.2,3,Light,NA,99,6,700,1018.3000000000001,70,ENE,160,SSE
1987-10-30,Hurn,8.1,4.4,0,5,Light,14,99,7,500,1014.8833333333333,80,E,130,SE
1987-10-31,Hurn,11.35,5.1,0.2,2,Light,NA,100,7,500,1015.8875000000002,110,ESE,120,ESE
NA,Hurn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hurn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hurn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-05-01,Leeming,10,0.8,NA,NA,NA,NA,90,6,2300,1012.8916666666665,190,S,190,S
1987-05-02,Leeming,6.4,3.6,NA,NA,NA,NA,90,5,3600,1008.1874999999999,270,W,260,W
1987-05-03,Leeming,6.5,NA,NA,NA,NA,NA,83,4,3100,1026.45,350,N,340,NNW
1987-05-04,Leeming,7.75,0,NA,NA,NA,NA,88,4,4600,1033.4583333333335,310,NW,300,WNW
1987-05-05,Leeming,13.15,0,NA,NA,NA,NA,80,4,2900,1033.3625,300,WNW,300,WNW
1987-05-06,Leeming,9.75,0,NA,NA,NA,NA,95,3,1500,1033.1916666666666,20,NNE,360,N
1987-05-07,Leeming,14.65,0,NA,NA,NA,NA,88,3,1700,1030.1875,160,SSE,140,SE
1987-05-08,Leeming,13.7,0,NA,NA,NA,NA,95,4,1300,1023.6041666666666,160,SSE,250,WSW
1987-05-09,Leeming,12,0,NA,NA,NA,NA,82,6,2300,1014.6874999999999,300,WNW,240,WSW
1987-05-10,Leeming,9.25,NA,NA,NA,NA,NA,84,6,6000,1014.4875000000001,290,WNW,330,NNW
1987-05-11,Leeming,10.8,0.6,NA,NA,NA,NA,80,7,3800,1004.4749999999999,250,WSW,230,SW
1987-05-12,Leeming,8.45,NA,NA,NA,NA,NA,91,6,3200,1000.6,360,N,340,NNW
1987-05-13,Leeming,7.35,10.7,NA,NA,NA,NA,86,5,5100,1008.6166666666667,310,NW,280,W
1987-05-14,Leeming,6.9,1.3,NA,NA,NA,NA,97,7,1000,1001.9874999999998,150,SSE,340,NNW
1987-05-15,Leeming,6.95,0.5,NA,NA,NA,NA,93,4,1900,1009.4291666666667,340,NNW,330,NNW
1987-05-16,Leeming,5.8,3.8,NA,NA,NA,NA,89,5,3900,1011.8958333333331,280,W,160,SSE
1987-05-17,Leeming,6.5,2.6,NA,NA,NA,NA,99,7,1400,1008.9958333333333,140,SE,150,SSE
1987-05-18,Leeming,8.75,0,7.8,9,Light,23,97,5,1300,1016.3000000000002,360,N,20,NNE
1987-05-19,Leeming,8,0,0.6,6,Light,19,95,6,1500,1023.9458333333332,20,NNE,20,NNE
1987-05-20,Leeming,8.2,NA,7.4,9,Light,24,90,6,3500,1029.8000000000002,290,WNW,290,WNW
1987-05-21,Leeming,9.65,0.8,2.8,14,Moderate,33,96,7,2300,1027.3291666666667,360,N,360,N
1987-05-22,Leeming,8.25,NA,1.3,13,Moderate,25,93,7,1600,1026.6416666666667,350,N,30,NNE
1987-05-23,Leeming,9.4,0,4.6,12,Moderate,28,91,7,1700,1024.8208333333334,20,NNE,350,N
1987-05-24,Leeming,9.5,0,7.3,9,Light,18,88,7,1200,1021.5291666666667,20,NNE,20,NNE
1987-05-25,Leeming,12.35,0,6.6,4,Light,14,94,6,700,1021.6083333333331,10,N,180,S
1987-05-26,Leeming,10.2,NA,6.4,8,Light,17,100,8,400,1020.6666666666665,360,N,10,N
1987-05-27,Leeming,8.8,0,0,6,Light,13,93,8,900,1017.5541666666668,30,NNE,360,N
1987-05-28,Leeming,9.65,1.3,0,3,Light,NA,96,8,1000,1017.8499999999999,150,SSE,150,SSE
1987-05-29,Leeming,10.45,3.2,3.9,6,Light,16,98,6,2000,1020.4666666666664,150,SSE,250,WSW
1987-05-30,Leeming,14,NA,3.1,9,Light,26,95,7,2900,1015.4541666666668,250,WSW,210,SSW
1987-05-31,Leeming,14.05,0.6,11.7,8,Light,25,93,4,3600,1017.275,270,W,270,W
1987-06-01,Leeming,14.3,0.3,7.3,9,Light,21,94,6,4100,1017.6208333333333,260,W,280,W
1987-06-02,Leeming,12.65,9.7,0,5,Light,14,99,8,1400,1013.9958333333334,110,ESE,170,S
1987-06-03,Leeming,12.35,0.8,0.5,5,Light,11,100,8,700,1003.7958333333332,350,N,330,NNW
1987-06-04,Leeming,10.85,NA,2,7,Light,23,96,7,1900,1005.9249999999998,340,NNW,10,N
1987-06-05,Leeming,9.35,10.4,3.4,9,Light,24,100,6,900,1006.3666666666664,130,SE,120,ESE
1987-06-06,Leeming,13.2,1.3,1.1,13,Moderate,39,96,7,2400,993.5166666666668,210,SSW,180,S
1987-06-07,Leeming,12.05,1.5,0.5,10,Light,27,97,7,2700,997.6708333333332,250,WSW,240,WSW
1987-06-08,Leeming,10.3,NA,0.3,6,Light,18,96,7,1600,1004.0166666666668,350,N,340,NNW
1987-06-09,Leeming,10.3,4.7,0.6,3,Light,NA,96,7,3000,1004.4666666666664,30,NNE,20,NNE
1987-06-10,Leeming,10.55,2.1,0.5,3,Light,NA,96,7,1000,1008.1916666666666,120,ESE,150,SSE
1987-06-11,Leeming,10.75,7.3,0.2,6,Light,15,97,8,1000,1014.3458333333333,360,N,360,N
1987-06-12,Leeming,10.65,1.6,1.9,4,Light,17,99,7,800,1018.2333333333331,130,SE,340,NNW
1987-06-13,Leeming,9.2,6.4,7.7,3,Light,13,95,5,1300,1015.7624999999999,340,NNW,30,NNE
1987-06-14,Leeming,10.55,2.1,3.4,4,Light,NA,97,8,1100,1014.0541666666667,150,SSE,160,SSE
1987-06-15,Leeming,10.35,NA,7.6,5,Light,18,96,5,2300,1014.6416666666668,350,N,10,N
1987-06-16,Leeming,9.15,4.2,7.3,3,Light,NA,95,4,2100,1016.7291666666666,200,SSW,120,ESE
1987-06-17,Leeming,9.55,0.2,5.7,3,Light,14,97,4,2300,1014.9166666666665,20,NNE,360,N
1987-06-18,Leeming,12.8,0,11.4,4,Light,NA,94,5,2200,1010.9499999999999,150,SSE,150,SSE
1987-06-19,Leeming,11.65,0,4.3,7,Light,18,95,6,1400,1005.2041666666668,30,NNE,10,N
1987-06-20,Leeming,12.7,0,6.4,3,Light,14,96,5,1400,1011.2375000000001,160,SSE,330,NNW
1987-06-21,Leeming,12.7,1.9,7.2,3,Light,25,94,5,2700,1015.8916666666668,230,SW,170,S
1987-06-22,Leeming,12,5.4,0.2,4,Light,14,100,7,700,1017.1541666666667,140,SE,300,WNW
1987-06-23,Leeming,12.7,4.8,0.9,5,Light,18,97,8,600,1019.0833333333334,140,SE,270,W
1987-06-24,Leeming,13.35,0.3,2.7,6,Light,19,93,6,1700,1018.1958333333336,270,W,300,WNW
1987-06-25,Leeming,11.3,11.3,0,4,Light,11,96,8,700,1013.9541666666669,120,ESE,150,SSE
1987-06-26,Leeming,11.65,4,0,5,Light,12,97,8,1600,1013.8250000000002,350,N,360,N
1987-06-27,Leeming,15.1,1.3,0,3,Light,NA,98,8,400,1013.2541666666665,140,SE,160,SSE
1987-06-28,Leeming,17.35,0.5,0.1,8,Light,20,97,7,1900,1016.3416666666668,210,SSW,220,SW
1987-06-29,Leeming,19.25,1.1,0,6,Light,17,94,7,2600,1019.0833333333334,240,WSW,220,SW
1987-06-30,Leeming,15.15,0,8.5,8,Light,26,90,5,4300,1018.4874999999998,230,SW,200,SSW
1987-07-01,Leeming,14.15,0,10.7,9,Light,26,85,5,4300,1019.9166666666666,260,W,240,WSW
1987-07-02,Leeming,15.3,0,6.5,3,Light,13,89,6,4500,1025.3708333333332,110,ESE,240,WSW
1987-07-03,Leeming,16.5,0,4.5,4,Light,13,92,6,1700,1026.2166666666667,210,SSW,210,SSW
1987-07-04,Leeming,17.65,0,13.6,5,Light,16,84,3,3600,1025.279166666667,210,SSW,200,SSW
1987-07-05,Leeming,19.1,0,4.6,4,Light,NA,85,5,800,1023.2749999999997,150,SSE,180,S
1987-07-06,Leeming,20.2,0,12.3,4,Light,13,94,4,600,1018.5791666666665,160,SSE,360,N
1987-07-07,Leeming,17.75,0,11.2,7,Light,19,87,4,5000,1018.6541666666666,290,WNW,290,WNW
1987-07-08,Leeming,15,0,7.5,8,Light,18,81,5,6000,1021,290,WNW,280,W
1987-07-09,Leeming,14.3,5.5,12.4,7,Light,19,92,4,5600,1021.2541666666666,280,W,290,WNW
1987-07-10,Leeming,18.05,2.6,2.8,8,Light,27,98,7,1400,1017.1708333333331,150,SSE,260,W
1987-07-11,Leeming,17.9,0,11.1,11,Moderate,27,94,5,3300,1010.7666666666668,260,W,240,WSW
1987-07-12,Leeming,16.05,0,3.4,8,Light,19,90,5,5100,1015.6375000000002,270,W,260,W
1987-07-13,Leeming,17.9,0,7.9,5,Light,14,89,6,3300,1019.6875,140,SE,150,SSE
1987-07-14,Leeming,16.5,0.9,0.2,5,Light,15,88,8,700,1016.1541666666668,150,SSE,140,SE
1987-07-15,Leeming,18.45,1.5,2.1,6,Light,26,94,7,1000,1006.1999999999998,170,S,160,SSE
1987-07-16,Leeming,14.6,0.2,4.8,3,Light,10,95,6,1800,1003.1166666666667,150,SSE,200,SSW
1987-07-17,Leeming,15.05,15.5,0.5,4,Light,12,96,7,1000,997.6624999999999,340,NNW,150,SSE
1987-07-18,Leeming,14.6,16.2,0,12,Moderate,27,94,8,1300,994.6041666666665,280,W,150,SSE
1987-07-19,Leeming,14.85,NA,2.6,9,Light,19,95,7,1400,1005.245833333333,90,E,20,NNE
1987-07-20,Leeming,14.3,0.3,0,11,Moderate,22,93,8,1200,1016.3083333333334,360,N,350,N
1987-07-21,Leeming,13.15,2.3,0,12,Moderate,26,98,8,800,1020.1999999999999,350,N,350,N
1987-07-22,Leeming,12.65,0,0,11,Moderate,23,98,8,600,1023.2708333333334,350,N,10,N
1987-07-23,Leeming,14.7,1.7,6.7,8,Light,17,92,6,1300,1023,350,N,340,NNW
1987-07-24,Leeming,13.05,3.1,0.5,5,Light,19,98,7,1400,1020.1708333333332,360,N,360,N
1987-07-25,Leeming,12.45,NA,4.2,6,Light,18,94,6,5500,1020.7166666666666,340,NNW,340,NNW
1987-07-26,Leeming,12.3,6.5,1.5,6,Light,18,100,7,3400,1016.9958333333335,280,W,240,WSW
1987-07-27,Leeming,15.85,0,2.3,10,Light,29,89,6,5800,1011.9708333333334,300,WNW,300,WNW
1987-07-28,Leeming,14.85,NA,0.3,5,Light,17,90,7,3800,1014.4,250,WSW,290,WNW
1987-07-29,Leeming,17.95,0.8,5.9,4,Light,18,94,6,2200,1009.9791666666665,30,NNE,340,NNW
1987-07-30,Leeming,17.4,0.1,3.4,5,Light,18,95,7,2200,1015.7416666666667,260,W,270,W
1987-07-31,Leeming,17.6,0,4.4,11,Moderate,35,84,6,3800,1011.8666666666667,250,WSW,250,WSW
1987-08-01,Leeming,14.1,0,1.5,11,Moderate,29,81,7,4500,1011.5791666666664,270,W,270,W
1987-08-02,Leeming,15,NA,4.8,8,Light,20,89,6,5600,1010.7708333333335,300,WNW,280,W
1987-08-03,Leeming,14.75,4.2,5.8,7,Light,23,95,6,5000,1011.0250000000001,280,W,20,NNE
1987-08-04,Leeming,12.45,0.1,5.1,6,Light,17,94,6,5600,1020.5749999999997,340,NNW,330,NNW
1987-08-05,Leeming,13.5,NA,10.8,5,Light,19,88,5,6100,1023.0499999999998,320,NW,360,N
1987-08-06,Leeming,12.1,0.6,5.4,3,Light,18,87,6,3400,1016.1708333333335,300,WNW,10,N
1987-08-07,Leeming,10.7,0,0.1,7,Light,19,92,6,3300,1006.8291666666668,270,W,280,W
1987-08-08,Leeming,14.75,NA,0.8,6,Light,14,86,6,3600,1010.7249999999998,270,W,280,W
1987-08-09,Leeming,13.55,0,4.9,4,Light,14,94,5,2200,1015.104166666667,350,N,20,NNE
1987-08-10,Leeming,13.3,0,11.3,4,Light,NA,97,3,2900,1018.1958333333331,260,W,260,W
1987-08-11,Leeming,13.2,1.3,0.5,5,Light,NA,97,7,1200,1016.2416666666664,160,SSE,200,SSW
1987-08-12,Leeming,15.7,7.9,0,6,Light,17,98,8,600,1013.7208333333333,140,SE,140,SE
1987-08-13,Leeming,17.8,0,6.6,8,Light,22,98,5,3300,1009.5708333333332,260,W,270,W
1987-08-14,Leeming,16.05,0,3,8,Light,24,92,6,3600,1011.4749999999999,250,WSW,240,WSW
1987-08-15,Leeming,15.8,2.4,1.1,6,Light,17,93,6,3900,1017.2166666666668,260,W,280,W
1987-08-16,Leeming,19.05,0.4,4.5,7,Light,19,96,6,3200,1015.3958333333331,260,W,240,WSW
1987-08-17,Leeming,20.35,0.6,5.4,5,Light,15,97,7,3600,1012.4375,260,W,250,WSW
1987-08-18,Leeming,18.2,2.6,0,4,Light,12,97,8,1000,1013.6749999999998,270,W,30,NNE
1987-08-19,Leeming,16.1,NA,2.5,3,Light,10,100,7,1400,1018.5749999999999,150,SSE,210,SSW
1987-08-20,Leeming,20.6,0.9,2.6,10,Light,24,99,7,900,1013.9000000000002,150,SSE,180,S
1987-08-21,Leeming,21.45,21.6,7.7,6,Light,17,93,6,4200,1010.8249999999999,260,W,180,S
1987-08-22,Leeming,15.15,2.8,0,5,Light,13,100,7,300,1007.7541666666666,360,N,10,N
1987-08-23,Leeming,14.3,0.3,0,9,Light,21,98,8,1000,1009.5916666666668,360,N,10,N
1987-08-24,Leeming,13.15,0,3.3,9,Light,20,88,7,2300,1014.8833333333332,350,N,340,NNW
1987-08-25,Leeming,13.75,3.4,0,9,Light,20,94,8,1300,1008.7291666666666,340,NNW,360,N
1987-08-26,Leeming,12.5,6.6,0,14,Moderate,31,94,8,1100,1004.6166666666664,340,NNW,330,NNW
1987-08-27,Leeming,13.55,0.6,6.2,9,Light,27,79,7,4200,1017.8333333333334,330,NNW,330,NNW
1987-08-28,Leeming,15.45,NA,2,7,Light,21,90,7,2600,1021.1291666666666,260,W,270,W
1987-08-29,Leeming,19.05,0,7.3,5,Light,16,96,5,3000,1023.3249999999999,250,WSW,250,WSW
1987-08-30,Leeming,16.9,0,11.1,7,Light,21,89,4,3800,1022.5083333333332,20,NNE,20,NNE
1987-08-31,Leeming,15.1,1.2,2.6,5,Light,15,94,7,2200,1021.2541666666666,140,SE,160,SSE
1987-09-01,Leeming,14.05,0.1,0.4,5,Light,14,97,7,800,1014.4583333333334,160,SSE,270,W
1987-09-02,Leeming,14,NA,11.8,5,Light,16,96,3,2600,1017.5916666666667,300,WNW,140,SE
1987-09-03,Leeming,17.35,NA,2.4,8,Light,21,100,6,1600,1009.8874999999999,150,SSE,230,SW
1987-09-04,Leeming,14.45,0.7,7.4,9,Light,23,86,4,3300,1012.0916666666667,170,S,220,SW
1987-09-05,Leeming,14.3,0.7,3.1,9,Light,24,95,6,2300,1005.1416666666669,150,SSE,230,SW
1987-09-06,Leeming,13.15,1.2,0,7,Light,20,96,7,2700,1009.4916666666668,220,SW,200,SSW
1987-09-07,Leeming,13.75,NA,9.1,9,Light,24,94,4,3700,1013.7666666666668,250,WSW,260,W
1987-09-08,Leeming,11.8,NA,5.7,8,Light,23,97,6,4800,1017.9916666666668,250,WSW,260,W
1987-09-09,Leeming,13.85,1.5,1.7,9,Light,25,95,7,2400,1012.8833333333332,180,S,210,SSW
1987-09-10,Leeming,14,0.5,9.3,11,Moderate,40,94,4,3200,1007.7833333333332,250,WSW,230,SW
1987-09-11,Leeming,14.9,8.4,2.3,8,Light,21,98,7,2500,1007.6333333333333,240,WSW,260,W
1987-09-12,Leeming,16.05,0.8,3.4,13,Moderate,33,98,6,3900,998.6541666666664,230,SW,240,WSW
1987-09-13,Leeming,14.05,NA,11.4,10,Light,26,88,2,4300,1008.3000000000003,230,SW,220,SW
1987-09-14,Leeming,14.5,NA,11,17,Fresh,48,83,1,3100,1009.1958333333336,250,WSW,250,WSW
1987-09-15,Leeming,14.15,1.1,3.3,6,Light,23,86,5,3500,1019.6416666666668,260,W,260,W
1987-09-16,Leeming,16.2,7.1,6.2,3,Light,10,94,7,2400,1019.6416666666669,30,NNE,230,SW
1987-09-17,Leeming,16.15,0,1,3,Light,13,99,8,1100,1016.2583333333336,150,SSE,270,W
1987-09-18,Leeming,13.9,0,8,6,Light,18,90,4,5000,1022.9875000000001,250,WSW,300,WNW
1987-09-19,Leeming,10.15,18.4,2.5,5,Light,17,99,6,1000,1017.8500000000003,160,SSE,150,SSE
1987-09-20,Leeming,13.75,0,1.3,4,Light,20,98,7,3300,1010.254166666667,160,SSE,260,W
1987-09-21,Leeming,16.95,1.5,2,9,Light,21,100,7,1000,1005.3041666666667,150,SSE,150,SSE
1987-09-22,Leeming,14.95,NA,10.3,11,Moderate,26,94,4,4600,1006.9375000000001,220,SW,230,SW
1987-09-23,Leeming,14.25,0.9,6.5,11,Moderate,27,91,5,2800,1002.8874999999999,200,SSW,210,SSW
1987-09-24,Leeming,12.15,NA,7.2,8,Light,23,89,5,4300,1001.6375000000002,260,W,280,W
1987-09-25,Leeming,9.7,NA,6.7,5,Light,17,94,3,4200,1005.6875,260,W,300,WNW
1987-09-26,Leeming,7.85,0,0.6,6,Light,22,92,5,4800,1014.9208333333335,280,W,330,NNW
1987-09-27,Leeming,7.2,0,4.2,4,Light,12,92,6,4700,1024.7124999999999,300,WNW,340,NNW
1987-09-28,Leeming,10.35,0,0,2,Light,NA,88,7,2600,1028.8583333333333,280,W,250,WSW
1987-09-29,Leeming,10.7,0,1.2,2,Light,NA,93,6,1800,1030.0125,160,SSE,100,E
1987-09-30,Leeming,8.9,0,0,4,Light,NA,98,5,900,1026.475,120,ESE,130,SE
1987-10-01,Leeming,9.8,0,3.9,3,Light,NA,97,5,800,1025.1916666666668,160,SSE,110,ESE
1987-10-02,Leeming,10.85,0,4.1,4,Light,16,99,5,500,1026.325,340,NNW,70,ENE
1987-10-03,Leeming,11.15,3,4.6,4,Light,13,100,6,400,1025.0083333333334,340,NNW,100,E
1987-10-04,Leeming,9.5,2.4,0,3,Light,10,98,7,100,1013.8541666666665,330,NNW,150,SSE
1987-10-05,Leeming,11.3,1.6,0,7,Light,18,99,8,200,1001.9333333333334,150,SSE,150,SSE
1987-10-06,Leeming,11.95,0,3.6,8,Light,25,96,5,3800,992.6291666666665,210,SSW,250,WSW
1987-10-07,Leeming,9.5,NA,0.1,10,Light,27,93,6,2300,986.4291666666664,150,SSE,150,SSE
1987-10-08,Leeming,9.75,0.7,0.7,11,Moderate,40,95,6,3600,981.2208333333334,280,W,280,W
1987-10-09,Leeming,8.3,12.6,1.3,7,Light,17,95,7,2100,992.8000000000001,160,SSE,160,SSE
1987-10-10,Leeming,6.85,7.4,0,5,Light,14,96,8,1100,992.754166666667,350,N,270,W
1987-10-11,Leeming,8.3,0.4,7,4,Light,16,94,6,2900,999.0208333333331,260,W,240,WSW
1987-10-12,Leeming,7.8,0.4,5.1,5,Light,17,97,4,1800,1000.9166666666665,150,SSE,230,SW
1987-10-13,Leeming,7.75,0.7,0.9,6,Light,15,99,6,1200,995.4000000000001,160,SSE,210,SSW
1987-10-14,Leeming,8.05,1.8,2.6,6,Light,16,94,6,1800,994.0458333333335,150,SSE,200,SSW
1987-10-15,Leeming,8.7,17.3,0.1,4,Light,12,97,8,800,980.2791666666667,20,NNE,190,S
1987-10-16,Leeming,9.3,0.3,2.3,14,Moderate,41,97,6,2200,980.0249999999997,360,N,250,WSW
1987-10-17,Leeming,10.5,1.4,7.7,9,Light,22,88,5,3300,1007.270833333333,210,SSW,190,S
1987-10-18,Leeming,11.7,2.1,0.1,18,Fresh,40,92,8,1400,1006.1541666666667,150,SSE,150,SSE
1987-10-19,Leeming,13.15,0.4,0,9,Light,22,95,8,700,1008.5541666666667,150,SSE,140,SE
1987-10-20,Leeming,11.3,31.7,0,3,Light,NA,99,8,200,1008.3458333333336,170,S,180,S
1987-10-21,Leeming,12.8,1,2.8,10,Light,27,100,6,1800,1001.8125000000001,200,SSW,230,SW
1987-10-22,Leeming,8.45,0,4,8,Light,20,95,4,2900,1014.7250000000003,190,S,240,WSW
1987-10-23,Leeming,5.05,0,8.5,1,Light,NA,98,2,2400,1022.9166666666666,0,N,90,E
1987-10-24,Leeming,5.45,0,6.9,2,Light,9,98,2,1700,1025.3333333333333,0,N,250,WSW
1987-10-25,Leeming,6.6,NA,7.8,8,Light,20,96,2,1300,1024.0791666666667,190,S,200,SSW
1987-10-26,Leeming,7.2,1.3,0,8,Light,19,97,7,100,1019.6708333333335,160,SSE,150,SSE
1987-10-27,Leeming,8.15,19,0,4,Light,15,100,8,400,1009.9208333333332,160,SSE,200,SSW
1987-10-28,Leeming,8.1,0,6.1,5,Light,15,95,4,3500,1016.7958333333332,260,W,320,NW
1987-10-29,Leeming,3.95,0,4.3,2,Light,NA,98,5,600,1020.7791666666667,999,N,330,NNW
1987-10-30,Leeming,4.15,1.7,2.1,2,Light,NA,98,5,500,1018.8458333333333,0,N,350,N
1987-10-31,Leeming,5.7,0.1,0,2,Light,NA,100,8,100,1016.4708333333333,0,N,360,N
NA,Leeming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leeming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leeming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Leeming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-05-01,Leuchars,8.7,4.1,NA,NA,NA,NA,98,6,3700,1010.625,280,W,190,S
